Title,Specs,Post Date,Options,Price,Installment
Chevrolet Aveo 2016,"['Chevrolet', 'Aveo', 'Dark blue', '170,000 Km', 'Helwan']",2023-04-07,"300,000 EGP",No
Chevrolet Optra 2015,"['Chevrolet', 'Optra', 'Silver', '125,000 Km', 'El Haram']",2023-04-07,"265,000 EGP",No
Chevrolet Cruze 2013,"['Chevrolet', 'Cruze', 'Light grey', '161,000 Km', 'Ashmoun']",2023-04-07,"325,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Silver', '189,161 Km', 'Faiyum']",2023-04-06,"272,000 EGP",No
Chevrolet Aveo 2017,"['Chevrolet', 'Aveo', 'Light grey', 'F/O A/T 1500', '200,000 Km', 'Helwan']",2023-04-06,"250,000 EGP",No
Chevrolet Optra 2010,"['Chevrolet', 'Optra', 'Silver', '160,000 Km', 'Sohag']",2023-04-06,"270,000 EGP",No
Chevrolet Pickup 2007,"['Chevrolet', 'Pickup', 'Blue', '- Km', 'El Haram']",2023-04-06,"85,000 EGP",No
Chevrolet Pickup 2022,"['Chevrolet', 'Pickup', 'White', 'Manual / TOPLINE', '21,000 Km', 'Asyut']",2023-04-06,"580,000 EGP",No
Chevrolet Aveo 2014,"['Chevrolet', 'Aveo', 'Light grey', '38,000 Km', 'Cairo']",2023-04-06,"400,000 EGP",No
Chevrolet Malibu 2021,"['Chevrolet', 'Malibu', 'Gray', 'Automatic / Premier', '33,000 Km', 'Giza']",2023-04-06,"1,050,000 EGP",No
Chevrolet Lanos 2016,"['Chevrolet', 'Lanos', 'Light grey', '185,000 Km', 'Alexandria']",2023-04-06,"225,000 EGP",No
Chevrolet Lanos 2017,"['Chevrolet', 'Lanos', 'Silver', '111,000 Km', 'Maadi']",2023-04-06,"235,000 EGP",No
Chevrolet Optra 2006,"['Chevrolet', 'Optra', 'Black', '260,000 Km', 'Alexandria']",2023-04-06,"230,000 EGP",No
Chevrolet Captiva 2021,"['Chevrolet', 'Captiva', 'Red', 'Automtic / LT', '80,000 Km', '6 October']",2023-04-06,"715,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Silver', 'Automatic / High Line', '90,000 Km', 'Cairo']",2023-04-06,"460,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Black', '124,000 Km', 'Nasr city']",2023-04-05,"300,000 EGP",No
Chevrolet Optra 2011,"['Chevrolet', 'Optra', 'Light grey', '138,000 Km', 'Sadat City']",2023-04-05,"290,000 EGP",No
Chevrolet Lanos 2017,"['Chevrolet', 'Lanos', 'Blue', 'M/T 2016 full option', '85,000 Km', 'Nasr city']",2023-04-05,"220,000 EGP",No
Chevrolet Aveo 2013,"['Chevrolet', 'Aveo', 'Black', '194,000 Km', 'Giza']",2023-04-05,"170,000 EGP",No
Chevrolet Optra 2023,"['Chevrolet', 'Optra', 'Blue', 'A/T / Luxury w Accessories', '22,000 Km', 'Obour City']",2023-04-05,"500,000 EGP",No
Chevrolet N300 2021,"['Chevrolet', 'N300', 'Red', 'Manual\u200f / Full option', '77,000 Km', 'Quesna']",2023-04-05,"290,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Gray', 'Automatic / High Line', '130,642 Km', 'Sharqia']",2023-04-05,"420,500 EGP",No
Chevrolet Cruze 2011,"['Chevrolet', 'Cruze', 'Light grey', '180,000 Km', 'Minya Al Qamh']",2023-04-05,"280,000 EGP",No
Chevrolet Optra 2008,"['Chevrolet', 'Optra', 'Black', '140,000 Km', 'Gharbia']",2023-04-05,"230,000 EGP",No
Chevrolet Lanos 2013,"['Chevrolet', 'Lanos', 'Red', '36,000 Km', 'Mit Ghamr']",2023-04-05,"210,000 EGP",No
Chevrolet Optra 2008,"['Chevrolet', 'Optra', 'Black', '228,000 Km', 'Obour City']",2023-04-04,"240,000 EGP",No
Chevrolet Optra 2011,"['Chevrolet', 'Optra', 'Dark red', '148,000 Km', 'Cairo']",2023-04-04,"220,000 EGP",No
Chevrolet Aveo 2012,"['Chevrolet', 'Aveo', 'Dark red', '110,000 Km', 'Nasr city']",2023-04-04,"220,000 EGP",No
Chevrolet Optra 2008,"['Chevrolet', 'Optra', 'Blue', '100,000 Km', 'Cairo']",2023-04-04,"170,000 EGP",No
Chevrolet N300 2020,"['Chevrolet', 'N300', 'White', 'Manual / Full option / Tinted glass', '7,000 Km', 'Faiyum']",2023-03-28,"250,000 EGP",No
Chevrolet Optra 2023,"['Chevrolet', 'Optra', 'Silver', 'A/T / Luxury w Accessories', '1,000 Km', 'Heliopolis']",2023-04-04,"505,000 EGP",Yes
Chevrolet Optra 2010,"['Chevrolet', 'Optra', 'Dark red', '360,000 Km', 'Qalyubia']",2023-04-04,"255,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Gray', '230,732 Km', 'Hurghada']",2023-04-04,"330,000 EGP",No
Chevrolet Captiva 2020,"['Chevrolet', 'Captiva', 'Red', 'Automtic / Premier', '45,000 Km', 'Giza']",2023-04-04,"800,000 EGP",No
Chevrolet Lanos 2019,"['Chevrolet', 'Lanos', 'Black', 'Manual / High Line', '90,000 Km', 'Alexandria']",2023-04-03,"240,000 EGP",No
Chevrolet Cruze 2015,"['Chevrolet', 'Cruze', 'Black', '160,000 Km', 'Alexandria']",2023-04-03,"300,000 EGP",No
Chevrolet N300 2021,"['Chevrolet', 'N300', 'Red', 'Manual\u200f / Baseline', '55,000 Km', 'Tagamo3 - New Cairo']",2023-04-03,"285,000 EGP",No
Chevrolet Optra 2020,"['Chevrolet', 'Optra', 'Dark blue', 'Automatic / High Line', '29,000 Km', 'El Haram']",2023-04-03,"359,000 EGP",Yes
Chevrolet Lanos 2011,"['Chevrolet', 'Lanos', 'Red', '128,000 Km', 'Nasr city']",2023-04-03,"180,000 EGP",No
Chevrolet Cruze 2016,"['Chevrolet', 'Cruze', 'Silver', 'Automatic / full option', '240,000 Km', 'Cairo']",2023-04-03,"330,000 EGP",No
Chevrolet Optra 2014,"['Chevrolet', 'Optra', 'Silver', '144,000 Km', 'Obour City']",2023-04-02,"233,000 EGP",No
Chevrolet Aveo 2011,"['Chevrolet', 'Aveo', 'Red', '220,000 Km', 'Cairo']",2023-04-02,"250,000 EGP",No
Chevrolet N-Series 2016,"['Chevrolet', 'N-Series', 'White', '2,000 Km', 'El Marg']",2023-04-02,"360,000 EGP",No
Chevrolet T-Series 1991,"['Chevrolet', 'T-Series', 'White', '565,000 Km', 'Cairo']",2023-04-02,"105,000 EGP",No
Chevrolet Equinox 2019,"['Chevrolet', 'Equinox', 'White', 'Automatic / Full Option Turbo LT', '20,000 Km', 'Al Shorouk']",2023-04-02,"1,100,000 EGP",No
Chevrolet Equinox 2018,"['Chevrolet', 'Equinox', 'Light grey', 'Automatic / LT Plus', '137,000 Km', 'Sheikh Zayed City']",2023-04-02,"900,000 EGP",No
Chevrolet Equinox 2018,"['Chevrolet', 'Equinox', 'Silver', 'Automatic / LT Plus', '50,000 Km', 'Kafr el-Sheikh']",2023-04-02,"750,000 EGP",No
Chevrolet Optra 2006,"['Chevrolet', 'Optra', 'Red', '190,000 Km', 'Touhk']",2023-04-01,"210,000 EGP",No
Chevrolet Aveo 2014,"['Chevrolet', 'Aveo', 'Red', '240,000 Km', 'Qalyub']",2023-04-01,"295,000 EGP",No
Chevrolet Captiva 2022,"['Chevrolet', 'Captiva', 'Black', 'Automtic / LS', '25,000 Km', 'Banha']",2023-04-01,"800,000 EGP",No
Chevrolet Aveo 2010,"['Chevrolet', 'Aveo', 'Black', '89,000 Km', 'El Haram']",2023-04-01,"250,000 EGP",No
Chevrolet Aveo 2012,"['Chevrolet', 'Aveo', 'Red', '132,000 Km', 'El Haram']",2023-04-01,"215,000 EGP",No
Chevrolet Cruze 2013,"['Chevrolet', 'Cruze', 'Petroleum', '- Km', 'Obour City']",2023-04-01,"320,000 EGP",No
Chevrolet Lanos 2014,"['Chevrolet', 'Lanos', 'Light grey', '125,000 Km', 'Kafr el-Sheikh']",2023-03-31,"275,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Light grey', 'Automatic / High Line', '55,000 Km', 'Cairo']",2023-03-31,"350,000 EGP",No
Chevrolet Optra 2020,"['Chevrolet', 'Optra', 'Dark blue', 'Automatic / High Line', '71,000 Km', 'Cairo']",2023-03-31,"350,000 EGP",No
Chevrolet Spark 2009,"['Chevrolet', 'Spark', 'Silver', '85,000 Km', 'Giza']",2023-03-31,"115,000 EGP",No
Chevrolet Cruze 2016,"['Chevrolet', 'Cruze', 'Dark red', 'Automatic / full option', '193,000 Km', 'El Haram']",2023-03-31,"460,000 EGP",No
Chevrolet N300 2022,"['Chevrolet', 'N300', 'Silver', 'Manual\u200f / Baseline', '55,000 Km', 'Giza']",2023-03-30,"280,000 EGP",No
Chevrolet Captiva 2020,"['Chevrolet', 'Captiva', 'White', 'Automtic / LT', '89,000 Km', 'Sheikh Zayed City']",2023-03-30,"700,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Light grey', '200,000 Km', 'Cairo']",2023-03-30,"250,000 EGP",No
Chevrolet T-Series 1996,"['Chevrolet', 'T-Series', 'Red', '- Km', 'Suez']",2023-03-29,"120,000 EGP",No
Chevrolet Aveo 2014,"['Chevrolet', 'Aveo', 'Red', '165,000 Km', 'Heliopolis']",2023-03-29,"225,000 EGP",No
Chevrolet Pickup 2018,"['Chevrolet', 'Pickup', 'White', '250,000 Km', 'Sohag']",2023-03-29,"370,000 EGP",No
Chevrolet Optra 2015,"['Chevrolet', 'Optra', 'Silver', '135,000 Km', 'Cairo']",2023-03-29,"275,000 EGP",No
Chevrolet Optra 2016,"['Chevrolet', 'Optra', 'Mocha', 'luxury automatic', '110,000 Km', 'Maadi']",2023-03-29,"350,000 EGP",No
Chevrolet Captiva 2021,"['Chevrolet', 'Captiva', 'Gray', 'Automtic / Premier', '59,000 Km', '6 October']",2023-03-29,"750,000 EGP",No
Chevrolet Optra 2018,"['Chevrolet', 'Optra', 'Silver', 'Automatic / high line', '70,000 Km', 'Cairo']",2023-03-28,"380,000 EGP",No
Chevrolet Optra 2020,"['Chevrolet', 'Optra', 'Black', 'Automatic / High Line', '118,000 Km', 'Cairo']",2023-03-28,"330,000 EGP",No
Chevrolet N200 2010,"['Chevrolet', 'N200', 'Silver', '200,000 Km', 'Giza']",2023-03-28,"100,000 EGP",No
Chevrolet Lanos 2011,"['Chevrolet', 'Lanos', 'White', '75,190 Km', 'El Salam City']",2023-03-28,"120,000 EGP",No
Chevrolet Aveo 2009,"['Chevrolet', 'Aveo', 'Silver', '160,000 Km', 'Cairo']",2023-03-28,"200,000 EGP",No
Chevrolet Aveo 2020,"['Chevrolet', 'Aveo', 'Gray', 'A/T / F/O / Facelift', '140,000 Km', 'Ain Shams']",2023-03-28,"370,000 EGP",No
Chevrolet Captiva 2013,"['Chevrolet', 'Captiva', 'Dark blue', '174,000 Km', '6 October']",2023-03-28,"400,000 EGP",No
Chevrolet Optra 2018,"['Chevrolet', 'Optra', 'Silver', 'Automatic / high line', '142,000 Km', 'Tagamo3 - New Cairo']",2023-03-28,"370,000 EGP",No
Chevrolet T-Series 2002,"['Chevrolet', 'T-Series', 'White', '200,000 Km', 'El Senbellawein']",2023-03-28,"140,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Black', '134,000 Km', 'Sohag']",2023-03-27,"270,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Blue', 'Automatic / Top Line', '50,000 Km', 'Alexandria']",2023-03-27,"425,000 EGP",Yes
Chevrolet Aveo 2020,"['Chevrolet', 'Aveo', 'Light grey', 'A/T / F/O / Facelift', '110,000 Km', 'Alexandria']",2023-03-27,"350,000 EGP",Yes
Chevrolet Captiva 2020,"['Chevrolet', 'Captiva', 'Red', 'Automtic / premire (7seats)', '55,000 Km', 'Tagamo3 - New Cairo']",2023-03-27,"870,000 EGP",No
Chevrolet Optra 2022,"['Chevrolet', 'Optra', 'Dark blue', 'A/T / Luxury', '1,600 Km', 'Heliopolis']",2023-03-27,"455,000 EGP",Yes
Chevrolet Aveo 2017,"['Chevrolet', 'Aveo', 'Dark red', 'F/O A/T 1500', '159,000 Km', 'Alexandria']",2023-03-27,"285,000 EGP",No
Chevrolet Optra 2018,"['Chevrolet', 'Optra', 'Petroleum', 'Automatic / high line', '110,000 Km', 'Qalyubia']",2023-03-27,"330,000 EGP",No
Chevrolet Optra 2010,"['Chevrolet', 'Optra', 'Black', '163,000 Km', 'Zagazig']",2023-03-26,"250,000 EGP",No
Chevrolet Aveo 2020,"['Chevrolet', 'Aveo', 'Petroleum', 'A/T / F/O / Facelift', '84,000 Km', '6 October']",2023-03-26,"350,000 EGP",Yes
Chevrolet Aveo 2011,"['Chevrolet', 'Aveo', 'Cyan', '300,000 Km', '10th of Ramadan']",2023-03-25,"220,000 EGP",No
Chevrolet N300 2021,"['Chevrolet', 'N300', 'Dark red', '150,000 Km', '6 October']",2023-03-25,"290,000 EGP",No
Chevrolet T-Series 2008,"['Chevrolet', 'T-Series', 'White', '100,000 Km', 'Sharqia']",2023-03-25,"205,000 EGP",No
Chevrolet Spark 2012,"['Chevrolet', 'Spark', 'Red', '230,000 Km', 'Cairo']",2023-03-25,"240,000 EGP",No
Chevrolet Optra 2011,"['Chevrolet', 'Optra', 'Red', '135,000 Km', 'El Minya']",2023-03-25,"175,000 EGP",No
Chevrolet N300 2012,"['Chevrolet', 'N300', 'Gray', '290,000 Km', 'Kafr el-Sheikh']",2023-03-25,"100,000 EGP",No
Chevrolet Optra 2010,"['Chevrolet', 'Optra', 'Cyan', '120,000 Km', '6 October']",2023-03-25,"300,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Red', 'Automatic', '57,000 Km', 'Alexandria']",2023-03-24,"375,000 EGP",No
Chevrolet Equinox 2019,"['Chevrolet', 'Equinox', 'Red', 'Automatic / Full Option Turbo LT', '30,000 Km', 'Cairo']",2023-03-23,"1,000,000 EGP",No
Chevrolet Lanos 2009,"['Chevrolet', 'Lanos', 'Black', '160,000 Km', 'Cairo']",2023-03-23,"140,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Dark blue', '50,000 Km', 'Shobra']",2023-03-23,"310,000 EGP",No
Chevrolet Aveo 2014,"['Chevrolet', 'Aveo', 'Dark blue', '260,000 Km', 'Nasr city']",2023-03-23,"240,000 EGP",No
Chevrolet Pickup 2021,"['Chevrolet', 'Pickup', 'Silver', 'Manual / Base Line', '35,000 Km', 'Kafr el-Sheikh']",2023-03-23,"250,000 EGP",Yes
Chevrolet Optra 2022,"['Chevrolet', 'Optra', 'Silver', '48,000 Km', 'Qena']",2023-03-22,"500,000 EGP",No
Chevrolet Equinox 2019,"['Chevrolet', 'Equinox', 'Red', 'Automatic / Turbo LT', '30,000 Km', 'Cairo']",2023-03-22,"950,000 EGP",No
Chevrolet T-Series 2019,"['Chevrolet', 'T-Series', 'White', '200,000 Km', 'El Mahalla']",2023-03-22,"400,000 EGP",No
Chevrolet Lanos 2019,"['Chevrolet', 'Lanos', 'Dark blue', 'Manual / full option', '80,000 Km', 'Nasr city']",2023-03-22,"270,000 EGP",No
Chevrolet N300 2014,"['Chevrolet', 'N300', 'Gray', '250,000 Km', 'Cairo']",2023-03-22,"148,000 EGP",No
Chevrolet Pickup 1981,"['Chevrolet', 'Pickup', 'Red', '250,000 Km', 'Sharm el-Sheikh']",2023-03-22,"36,000 EGP",No
Chevrolet Optra 2006,"['Chevrolet', 'Optra', 'Silver', '145,000 Km', 'Alexandria']",2023-03-22,"185,000 EGP",No
Chevrolet Optra 2014,"['Chevrolet', 'Optra', 'Black', '200,000 Km', '6 October']",2023-03-22,"300,000 EGP",No
Chevrolet Optra 2023,"['Chevrolet', 'Optra', 'Blue', 'A/T / Highline', '53,000 Km', 'Giza']",2023-03-22,"470,000 EGP",No
Chevrolet Lanos 2013,"['Chevrolet', 'Lanos', 'Silver', '75,000 Km', 'El Haram']",2023-03-21,"200,000 EGP",No
Chevrolet Cruze 2016,"['Chevrolet', 'Cruze', 'Black', 'F/O A/T h/l', '115,000 Km', 'Nasr city']",2023-03-21,"420,000 EGP",No
Chevrolet N300 2015,"['Chevrolet', 'N300', 'White', '209,200 Km', '6 October']",2023-03-21,"180,000 EGP",No
Chevrolet Aveo 2014,"['Chevrolet', 'Aveo', 'Silver', '190,000 Km', 'Dakahlia']",2023-03-21,"260,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Blue', 'Automatic / Top Line', '38,000 Km', 'Alexandria']",2023-03-21,"385,000 EGP",No
Chevrolet Aveo 2013,"['Chevrolet', 'Aveo', 'Black', '150,000 Km', '6 October']",2023-03-21,"240,000 EGP",No
Chevrolet Lanos 2011,"['Chevrolet', 'Lanos', 'Silver', '90,000 Km', 'Asyut']",2023-03-21,"136,000 EGP",No
Chevrolet Optra 2019,"['Chevrolet', 'Optra', 'Dark blue', 'Automatic / Full option', '57,000 Km', 'Giza']",2023-03-21,"360,000 EGP",No
Chevrolet Lanos 2016,"['Chevrolet', 'Lanos', 'Light grey', '172,000 Km', 'Sharqia']",2023-03-21,"190,000 EGP",No
Chevrolet Aveo 2018,"['Chevrolet', 'Aveo', 'Blue', 'Automatic / full option', '120,000 Km', 'El Haram']",2023-03-20,"279,000 EGP",Yes
Chevrolet N200 2012,"['Chevrolet', 'N200', 'Silver', '200,000 Km', 'Giza']",2023-03-20,"100,000 EGP",No
Chevrolet T-Series 2015,"['Chevrolet', 'T-Series', 'Red', '290,000 Km', 'Cairo']",2023-03-20,"345,000 EGP",No
Chevrolet Optra 2016,"['Chevrolet', 'Optra', 'Bronze', 'luxury automatic', '202,000 Km', 'Shobra']",2023-03-20,"270,000 EGP",No
Chevrolet Aveo 2009,"['Chevrolet', 'Aveo', 'Silver', '200,000 Km', 'Faiyum']",2023-03-20,"185,000 EGP",No
Chevrolet Optra 2020,"['Chevrolet', 'Optra', 'Blue', 'Automatic / High Line', '120,000 Km', 'Obour City']",2023-03-20,"380,000 EGP",No
Chevrolet Pickup 1991,"['Chevrolet', 'Pickup', 'White', '185,699 Km', 'Ain Shams']",2023-03-20,"100,000 EGP",No
Chevrolet Sonic 2012,"['Chevrolet', 'Sonic', 'Dark red', '181,000 Km', 'El Haram']",2023-03-20,"300,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Black', '280,000 Km', 'Kerdasa']",2023-03-19,"180,000 EGP",No
Chevrolet Aveo 2014,"['Chevrolet', 'Aveo', 'Black', '100,000 Km', 'Ashmoun']",2023-03-19,"250,000 EGP",No
Chevrolet Aveo 2020,"['Chevrolet', 'Aveo', 'Silver', 'A/T / F/O / Facelift', '31,000 Km', 'Kafr el-Sheikh']",2023-03-18,"355,000 EGP",No
Chevrolet Optra 2023,"['Chevrolet', 'Optra', 'Dark blue', 'A/T / Highline', '25,000 Km', 'Warraq']",2023-03-18,"450,000 EGP",No
Chevrolet Aveo 2013,"['Chevrolet', 'Aveo', 'Red', '160,000 Km', 'Tagamo3 - New Cairo']",2023-03-18,"250,000 EGP",No
Chevrolet Aveo 2013,"['Chevrolet', 'Aveo', 'Dark red', '171,000 Km', 'Beni Suef']",2023-03-18,"265,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Blue', 'Automatic / High Line', '97,000 Km', '6 October']",2023-03-17,"400,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Silver', 'Automatic', '92,000 Km', 'Alexandria']",2023-03-17,"350,000 EGP",No
Chevrolet N300 2020,"['Chevrolet', 'N300', 'Dark red', 'Manual / Full option / Tinted glass', '90,000 Km', 'Tagamo3 - New Cairo']",2023-03-17,"275,000 EGP",No
Chevrolet Cruze 2015,"['Chevrolet', 'Cruze', 'Black', '170,000 Km', 'Cairo']",2023-03-17,"335,000 EGP",No
Chevrolet Cruze 2015,"['Chevrolet', 'Cruze', 'Eggplant', '180,000 Km', 'Kafr El Zayat']",2023-03-16,"300,000 EGP",No
Chevrolet Lanos 2013,"['Chevrolet', 'Lanos', 'Silver', '185,000 Km', 'Alexandria']",2023-03-16,"200,000 EGP",No
Chevrolet Lanos 2019,"['Chevrolet', 'Lanos', 'Dark blue', 'Manual / full option', '128,000 Km', '6 October']",2023-03-16,"240,000 EGP",No
Chevrolet Optra 2009,"['Chevrolet', 'Optra', 'Black', '255,000 Km', 'Giza']",2023-03-15,"220,000 EGP",No
Chevrolet Optra 2020,"['Chevrolet', 'Optra', 'Dark red', 'Automatic / High Line', '52,900 Km', 'Shibin El Qanater']",2023-03-15,"340,000 EGP",No
Chevrolet Optra 2016,"['Chevrolet', 'Optra', 'Bronze', 'luxury automatic', '198,000 Km', 'Shobra']",2023-03-15,"245,000 EGP",No
Chevrolet Optra 2019,"['Chevrolet', 'Optra', 'Light grey', '200,000 Km', 'El Marg']",2023-03-15,"310,000 EGP",No
Chevrolet Optra 2007,"['Chevrolet', 'Optra', 'Silver', '220,000 Km', 'Maadi']",2023-03-15,"200,000 EGP",No
Chevrolet Aveo 2015,"['Chevrolet', 'Aveo', 'Petroleum', '230,000 Km', 'Shobra']",2023-03-14,"215,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Dark blue', 'Automatic / Full Option', '80,000 Km', 'Ain Shams']",2023-03-14,"385,000 EGP",No
Chevrolet N300 2018,"['Chevrolet', 'N300', 'Black', 'Manual / full option', '144,000 Km', 'Sharqia']",2023-03-14,"245,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Dark blue', 'Automatic', '72,000 Km', 'Cairo']",2023-03-14,"382,000 EGP",No
Chevrolet T-Series 2019,"['Chevrolet', 'T-Series', 'White', '50,000 Km', 'Maadi']",2023-03-14,"500,000 EGP",No
Chevrolet Optra 2023,"['Chevrolet', 'Optra', 'Dark blue', 'A/T / Highline', '11,000 Km', 'Helwan']",2023-03-14,"470,000 EGP",No
Chevrolet N300 2021,"['Chevrolet', 'N300', 'Light grey', 'Manual\u200f / Full option', '95,000 Km', 'Giza']",2023-03-13,"250,000 EGP",No
Chevrolet Lanos 2013,"['Chevrolet', 'Lanos', 'Silver', '148,000 Km', 'El Minya']",2023-03-13,"155,000 EGP",No
Chevrolet Optra 2022,"['Chevrolet', 'Optra', 'Gray', 'A/T / Comfort w Accessories', '30,000 Km', 'Heliopolis']",2023-03-13,"435,000 EGP",No
Chevrolet Aveo 2008,"['Chevrolet', 'Aveo', 'Silver', '89,000 Km', 'Alexandria']",2023-03-13,"215,000 EGP",No
Chevrolet N-Series 2013,"['Chevrolet', 'N-Series', 'White', '195,000 Km', 'Giza']",2023-03-13,"320,000 EGP",No
Chevrolet Lanos 2011,"['Chevrolet', 'Lanos', 'Light grey', '185,000 Km', 'Beni Suef']",2023-03-12,"155,000 EGP",No
Chevrolet T-Series 2021,"['Chevrolet', 'T-Series', 'Green', '47,000 Km', '6 October']",2023-03-12,"460,000 EGP",No
Chevrolet Optra 2007,"['Chevrolet', 'Optra', 'Black', '130,000 Km', '6 October']",2023-03-12,"700,000 EGP",No
Chevrolet Lanos 2015,"['Chevrolet', 'Lanos', 'Black', '174,000 Km', 'Alexandria']",2023-03-12,"170,000 EGP",Yes
Chevrolet Optra 2019,"['Chevrolet', 'Optra', 'Dark red', 'ِAutomatic / Top Line', '135,000 Km', 'Giza']",2023-03-11,"308,000 EGP",No
Chevrolet Lanos 2018,"['Chevrolet', 'Lanos', 'Dark blue', 'Manual / full option', '213,000 Km', 'Khanka']",2023-03-11,"215,000 EGP",No
Chevrolet Lanos 2012,"['Chevrolet', 'Lanos', 'Silver', '155,000 Km', 'Cairo']",2023-03-11,"153,000 EGP",No
Chevrolet Cruze 2010,"['Chevrolet', 'Cruze', 'Dark red', '158,000 Km', 'Alexandria']",2023-03-11,"220,000 EGP",No
Chevrolet Spark 2010,"['Chevrolet', 'Spark', 'Blue', '120,000 Km', 'Nasr city']",2023-03-11,"125,000 EGP",No
Chevrolet Pickup 1981,"['Chevrolet', 'Pickup', 'White', '79,000 Km', 'Giza']",2023-03-11,"80,000 EGP",No
Chevrolet T-Series 2022,"['Chevrolet', 'T-Series', 'White', '26,000 Km', '6 October']",2023-03-10,"680,000 EGP",No
Chevrolet Spark 2008,"['Chevrolet', 'Spark', 'Black', '132,000 Km', 'El Minya']",2023-03-10,"125,000 EGP",No
Chevrolet Optra 2013,"['Chevrolet', 'Optra', 'Red', '120,000 Km', 'El Haram']",2023-03-10,"249,000 EGP",Yes
Chevrolet N300 2022,"['Chevrolet', 'N300', 'Black', 'Manual\u200f / Full option', '105,000 Km', 'Giza']",2023-03-10,"320,000 EGP",No
Chevrolet Equinox 2019,"['Chevrolet', 'Equinox', 'Silver', '190,000 Km', 'Sharqia']",2023-03-10,"650,000 EGP",No
Chevrolet Spark 2008,"['Chevrolet', 'Spark', 'Blue', '200,000 Km', 'Beni Suef']",2023-03-10,"120,000 EGP",Yes
Chevrolet Lanos 2016,"['Chevrolet', 'Lanos', 'Gray', '160,000 Km', 'Cairo']",2023-03-10,"220,000 EGP",No
Chevrolet N300 2013,"['Chevrolet', 'N300', 'Silver', '325,000 Km', 'Cairo']",2023-03-10,"135,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Blue', 'Automatic / High Line', '107,000 Km', 'Badr City']",2023-03-10,"350,000 EGP",No
Chevrolet T-Series 2019,"['Chevrolet', 'T-Series', 'Red', '237,000 Km', '6 October']",2023-03-10,"435,000 EGP",No
Chevrolet Lanos 2010,"['Chevrolet', 'Lanos', 'White', '90,000 Km', 'Cairo']",2023-03-09,"120,000 EGP",No
Chevrolet Optra 2021,"['Chevrolet', 'Optra', 'Dark blue', 'Automatic / Full Option', '50,000 Km', 'Maadi']",2023-03-09,"550,000 EGP",No
Chevrolet Pickup 2022,"['Chevrolet', 'Pickup', 'White', 'Manual / Base Line', '24,000 Km', '6 October']",2023-03-09,"520,000 EGP",No
Chevrolet Captiva 2021,"['Chevrolet', 'Captiva', 'Gray', 'Automtic / premire (7seats)', '100,000 Km', 'Shibin el Kom']",2023-03-09,"850,000 EGP",No
Chevrolet Aveo 2011,"['Chevrolet', 'Aveo', 'Red', '250,000 Km', 'Faiyum']",2023-03-09,"215,000 EGP",No
Chevrolet Lanos 2013,"['Chevrolet', 'Lanos', 'Silver', '229,000 Km', 'Damanhur']",2023-03-09,"190,000 EGP",No
Chevrolet Captiva 2021,"['Chevrolet', 'Captiva', 'Red', 'Automtic / premire (7seats)', '21,000 Km', 'Alexandria']",2023-03-09,"875,000 EGP",No
Chevrolet Optra 2020,"['Chevrolet', 'Optra', 'Silver', '35,000 Km', 'Beheira']",2023-03-08,"400,000 EGP",No
Chevrolet Optra 2007,"['Chevrolet', 'Optra', 'Black', '185,000 Km', 'Alexandria']",2023-03-08,"167,000 EGP",No
Chevrolet Lanos 2017,"['Chevrolet', 'Lanos', 'Silver', 'F/O M/T 1500', '85,000 Km', 'Kafr el-Dawwar']",2023-03-08,"175,000 EGP",No
Chevrolet Optra 2017,"['Chevrolet', 'Optra', 'Dark red', 'F/O A/T 1600 h/l', '145,000 Km', 'Alexandria']",2023-03-08,"250,000 EGP",No
Chevrolet Aveo 2016,"['Chevrolet', 'Aveo', 'Petroleum', '90,000 Km', 'Shobra']",2023-03-08,"250,000 EGP",No
Chevrolet T-Series 1984,"['Chevrolet', 'T-Series', 'White', '- Km', 'Ain Shams']",2023-03-08,"65,000 EGP",No
Chevrolet Pickup 2018,"['Chevrolet', 'Pickup', 'White', '335,000 Km', 'Cairo']",2023-03-08,"330,000 EGP",No
